tableField,table_name,Object,Object Label,Object Plural,column_name,Field Name,Field Label,Type,Length,Decimal Places,Reference To,Relationship Name,Relationship Label,Required,External Id,Unique,Track Field History
GD_Doc_Metadata_List$.request_SourceID,GD_Doc_Metadata_List$,GD_Doc_Metadata_List$__c,GD_Doc_Metadata_List$,GD_Doc_Metadata_List$s,request_SourceID,request_SourceID__c,request_Source ID,Text,255,,,,,,,,
GD_Doc_Metadata_List$.requirement_SourceID,GD_Doc_Metadata_List$,GD_Doc_Metadata_List$__c,GD_Doc_Metadata_List$,GD_Doc_Metadata_List$s,requirement_SourceID,requirement_SourceID__c,requirement_Source ID,Text,255,,,,,,,,
GD_Doc_Metadata_List$.user_SourceID,GD_Doc_Metadata_List$,GD_Doc_Metadata_List$__c,GD_Doc_Metadata_List$,GD_Doc_Metadata_List$s,user_SourceID,user_SourceID__c,user_Source ID,Text,255,,,,,,,,
GD_GrantAmendments$.AmendmentType,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,AmendmentType,AmendmentType__c,Amendment Type,Text,255,,,,,,,,
GD_GrantAmendments$.ApprovalAmount,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,ApprovalAmount,ApprovalAmount__c,Approval Amount,<unknown>,,,,,,,,,
GD_GrantAmendments$.ApprovalDate,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,ApprovalDate,ApprovalDate__c,Approval Date,<unknown>,,,,,,,,,
GD_GrantAmendments$.ChangeDate,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,ChangeDate,ChangeDate__c,Change Date,<unknown>,,,,,,,,,
GD_GrantAmendments$.ChangeUserId,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,ChangeUserId,ChangeUserId__c,Change User Id,Text,255,,,,,,,,
GD_GrantAmendments$.CreateDate,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,CreateDate,CreateDate__c,Create Date,<unknown>,,,,,,,,,
GD_GrantAmendments$.CreateUserId,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,CreateUserId,CreateUserId__c,Create User Id,Text,255,,,,,,,,
GD_GrantAmendments$.GrantAmendmentID,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,GrantAmendmentID,GrantAmendmentID__c,Grant Amendment ID,Text,255,,,,,,,,
GD_GrantAmendments$.GrantEnd,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,GrantEnd,GrantEnd__c,Grant End,Text,255,,,,,,,,
GD_GrantAmendments$.GrantStart,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,GrantStart,GrantStart__c,Grant Start,Text,255,,,,,,,,
GD_GrantAmendments$.GrantTerm,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,GrantTerm,GrantTerm__c,Grant Term,Text,255,,,,,,,,
GD_GrantAmendments$.Notes,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,Notes,Notes__c,Notes,Text,255,,,,,,,,
GD_GrantAmendments$.OldApprovalAmount,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,OldApprovalAmount,OldApprovalAmount__c,Old Approval Amount,<unknown>,,,,,,,,,
GD_GrantAmendments$.OldGrantEnd,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,OldGrantEnd,OldGrantEnd__c,Old Grant End,Text,255,,,,,,,,
GD_GrantAmendments$.OldGrantStart,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,OldGrantStart,OldGrantStart__c,Old Grant Start,Text,255,,,,,,,,
GD_GrantAmendments$.OldGrantTerm,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,OldGrantTerm,OldGrantTerm__c,Old Grant Term,Text,255,,,,,,,,
GD_GrantAmendments$.RequestId,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,RequestId,RequestId__c,Request Id,Text,255,,,,,,,,
GD_GrantAmendments$.SourceID,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,SourceID,SourceID__c,Source ID,Text,255,,,,,,,,
GD_GrantAmendments$.Status,GD_GrantAmendments$,GD_GrantAmendments$__c,GD_Grant Amendments$,GD_Grant Amendments$s,Status,Status__c,Status,Text,255,,,,,,,,
GD_GTAF_Addresses$.Address1,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Address1,Address1__c,Address1,Text,255,,,,,,,,
GD_GTAF_Addresses$.Address2,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Address2,Address2__c,Address2,Text,255,,,,,,,,
GD_GTAF_Addresses$.AddressId,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,AddressId,AddressId__c,Address Id,<unknown>,,,,,,,,,
GD_GTAF_Addresses$.AddressType,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,AddressType,AddressType__c,Address Type,Text,255,,,,,,,,
GD_GTAF_Addresses$.ChangeDate,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,ChangeDate,ChangeDate__c,Change Date,Text,255,,,,,,,,
GD_GTAF_Addresses$.City,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,City,City__c,City,Text,255,,,,,,,,
GD_GTAF_Addresses$.Country,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Country,Country__c,Country,Text,255,,,,,,,,
GD_GTAF_Addresses$.CreateDate,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,CreateDate,CreateDate__c,Create Date,<unknown>,,,,,,,,,
GD_GTAF_Addresses$.Description,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Description,Description__c,Description,Text,255,,,,,,,,
GD_GTAF_Addresses$.GeocodeDate,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,GeocodeDate,GeocodeDate__c,Geocode Date,Text,255,,,,,,,,
GD_GTAF_Addresses$.Lat,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Lat,Lat__c,Lat,Text,255,,,,,,,,
GD_GTAF_Addresses$.Lon,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Lon,Lon__c,Lon,Text,255,,,,,,,,
GD_GTAF_Addresses$.OrganizationId,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,OrganizationId,OrganizationId__c,Organization Id,Text,255,,,,,,,,
GD_GTAF_Addresses$.Primary,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Primary,Primary__c,Primary,<unknown>,,,,,,,,,
GD_GTAF_Addresses$.SourceId,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,SourceId,SourceId__c,Source Id,Text,255,,,,,,,,
GD_GTAF_Addresses$.State,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,State,State__c,State,Text,255,,,,,,,,
GD_GTAF_Addresses$.UserId,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,UserId,UserId__c,User Id,Text,255,,,,,,,,
GD_GTAF_Addresses$.Zip,GD_GTAF_Addresses$,GD_GTAF_Addresses$__c,GD_GTAF_Addresses$,GD_GTAF_Addresses$s,Zip,Zip__c,Zip,<unknown>,,,,,,,,,
GD_GTAF_Doc_Metadata_List$.api_url,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,api_url,api_url__c,api_url,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.doc_main_source,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,doc_main_source,doc_main_source__c,doc_main_source,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.doc_type,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,doc_type,doc_type__c,doc_type,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.document_id,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,document_id,document_id__c,document_id,<unknown>,,,,,,,,,
GD_GTAF_Doc_Metadata_List$.file_name,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,file_name,file_name__c,file_name,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.org_SourceID,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,org_SourceID,org_SourceID__c,org_Source ID,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.payment_SourceID,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,payment_SourceID,payment_SourceID__c,payment_Source ID,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.request_SourceID,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,request_SourceID,request_SourceID__c,request_Source ID,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.requirement_SourceID,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,requirement_SourceID,requirement_SourceID__c,requirement_Source ID,Text,255,,,,,,,,
GD_GTAF_Doc_Metadata_List$.user_SourceID,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$__c,GD_GTAF_Doc_Metadata_List$,GD_GTAF_Doc_Metadata_List$s,user_SourceID,user_SourceID__c,user_Source ID,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.AmendmentType,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,AmendmentType,AmendmentType__c,Amendment Type,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.ApprovalAmount,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,ApprovalAmount,ApprovalAmount__c,Approval Amount,<unknown>,,,,,,,,,
GD_GTAF_GrantAmendments$.ApprovalDate,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,ApprovalDate,ApprovalDate__c,Approval Date,<unknown>,,,,,,,,,
GD_GTAF_GrantAmendments$.ChangeDate,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,ChangeDate,ChangeDate__c,Change Date,<unknown>,,,,,,,,,
GD_GTAF_GrantAmendments$.ChangeUserId,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,ChangeUserId,ChangeUserId__c,Change User Id,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.CreateDate,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,CreateDate,CreateDate__c,Create Date,<unknown>,,,,,,,,,
GD_GTAF_GrantAmendments$.CreateUserId,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,CreateUserId,CreateUserId__c,Create User Id,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.GrantAmendmentID,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,GrantAmendmentID,GrantAmendmentID__c,Grant Amendment ID,<unknown>,,,,,,,,,
GD_GTAF_GrantAmendments$.GrantEnd,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,GrantEnd,GrantEnd__c,Grant End,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.GrantStart,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,GrantStart,GrantStart__c,Grant Start,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.GrantTerm,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,GrantTerm,GrantTerm__c,Grant Term,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.Notes,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,Notes,Notes__c,Notes,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.OldApprovalAmount,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,OldApprovalAmount,OldApprovalAmount__c,Old Approval Amount,<unknown>,,,,,,,,,
GD_GTAF_GrantAmendments$.OldGrantEnd,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,OldGrantEnd,OldGrantEnd__c,Old Grant End,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.OldGrantStart,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,OldGrantStart,OldGrantStart__c,Old Grant Start,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.OldGrantTerm,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,OldGrantTerm,OldGrantTerm__c,Old Grant Term,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.RequestId,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,RequestId,RequestId__c,Request Id,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.SourceID,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,SourceID,SourceID__c,Source ID,Text,255,,,,,,,,
GD_GTAF_GrantAmendments$.Status,GD_GTAF_GrantAmendments$,GD_GTAF_GrantAmendments$__c,GD_GTAF_Grant Amendments$,GD_GTAF_Grant Amendments$s,Status,Status__c,Status,Text,255,,,,,,,,
GD_GTAF_Organizations$.Aka,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Aka,Aka__c,Aka,Text,255,,,,,,,,
GD_GTAF_Organizations$.Background,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Background,Background__c,Background,Text,255,,,,,,,,
GD_GTAF_Organizations$.BoardMembers,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,BoardMembers,BoardMembers__c,Board Members,Text,255,,,,,,,,
GD_GTAF_Organizations$.BridgeNumber,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,BridgeNumber,BridgeNumber__c,Bridge Number,Text,255,,,,,,,,
GD_GTAF_Organizations$.ChangeDate,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,ChangeDate,ChangeDate__c,Change Date,Text,255,,,,,,,,
GD_GTAF_Organizations$.ChangeUserId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,ChangeUserId,ChangeUserId__c,Change User Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.ComplianceNotes,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,ComplianceNotes,ComplianceNotes__c,Compliance Notes,Text,255,,,,,,,,
GD_GTAF_Organizations$.CreateDate,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,CreateDate,CreateDate__c,Create Date,<unknown>,,,,,,,,,
GD_GTAF_Organizations$.CreateUserId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,CreateUserId,CreateUserId__c,Create User Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.Email,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Email,Email__c,Email,Text,255,,,,,,,,
GD_GTAF_Organizations$.FaxExtension,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,FaxExtension,FaxExtension__c,Fax Extension,Text,255,,,,,,,,
GD_GTAF_Organizations$.FaxNumber,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,FaxNumber,FaxNumber__c,Fax Number,Text,255,,,,,,,,
GD_GTAF_Organizations$.FiscalYearEnd,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,FiscalYearEnd,FiscalYearEnd__c,Fiscal Year End,Text,255,,,,,,,,
GD_GTAF_Organizations$.FullTimeStaff,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,FullTimeStaff,FullTimeStaff__c,Full Time Staff,Text,255,,,,,,,,
GD_GTAF_Organizations$.HasAlert,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,HasAlert,HasAlert__c,Has Alert,<unknown>,,,,,,,,,
GD_GTAF_Organizations$.Id,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Id,Id__c,Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.LegalName,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,LegalName,LegalName__c,Legal Name,Text,255,,,,,,,,
GD_GTAF_Organizations$.Mission,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Mission,Mission__c,Mission,Text,255,,,,,,,,
GD_GTAF_Organizations$.Name,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Name,Name__c,Name,Text,255,,,,,,,,
GD_GTAF_Organizations$.Notes,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Notes,Notes__c,Notes,Text,255,,,,,,,,
GD_GTAF_Organizations$.OfficePhoneExtension,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,OfficePhoneExtension,OfficePhoneExtension__c,Office Phone Extension,Text,255,,,,,,,,
GD_GTAF_Organizations$.OfficePhoneNumber,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,OfficePhoneNumber,OfficePhoneNumber__c,Office Phone Number,Text,255,,,,,,,,
GD_GTAF_Organizations$.OrganizationComplianceStatusId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,OrganizationComplianceStatusId,OrganizationComplianceStatusId__c,Organization Compliance Status Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.ParentId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,ParentId,ParentId__c,Parent Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.PartTimeStaff,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,PartTimeStaff,PartTimeStaff__c,Part Time Staff,Text,255,,,,,,,,
GD_GTAF_Organizations$.PrimaryAddressId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,PrimaryAddressId,PrimaryAddressId__c,Primary Address Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.PrimaryContactUserId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,PrimaryContactUserId,PrimaryContactUserId__c,Primary Contact User Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.SortAs,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,SortAs,SortAs__c,Sort As,Text,255,,,,,,,,
GD_GTAF_Organizations$.SourceId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,SourceId,SourceId__c,Source Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.TaxId,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,TaxId,TaxId__c,Tax Id,Text,255,,,,,,,,
GD_GTAF_Organizations$.Vision,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Vision,Vision__c,Vision,Text,255,,,,,,,,
GD_GTAF_Organizations$.Volunteers,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Volunteers,Volunteers__c,Volunteers,Text,255,,,,,,,,
GD_GTAF_Organizations$.Website,GD_GTAF_Organizations$,GD_GTAF_Organizations$__c,GD_GTAF_Organizations$,GD_GTAF_Organizations$s,Website,Website__c,Website,Text,255,,,,,,,,
